PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Smartworld One DXP,"2, 3, 4 BHK Apartment in Sector 113, Gurgaon","['Bajghera Road', 'Palam Vihar Halt', 'DPSG Palam Vihar', 'Park Hospital', 'Gurugram Railway Station']","{'Bajghera Road': '0.8 KM', 'Palam Vihar Halt': '2.5 KM', 'DPSG Palam Vihar': '3.1 KM', 'Park Hospital': '3.1 KM', 'Gurugram Railway Station': '4.9 KM', 'The NorthCap University': '5.4 KM', 'Dwarka Expressway': '1.2 KM', 'Hyatt Hotel Group': '7.7 KM', 'Dwarka Sector 21, Metro Station': '7.2 KM', 'Pacific D21 Mall': '7.4 KM', 'Indira Gandhi International Airport': '14.7 KM', 'Hamoni Golf Camp': '6.2 KM', 'Fun N Food Village': '8.8 KM', 'Accenture DDC5': '9.0 KM'}",https://www.99acres.com/smartworld-one-dxp-sector-113-gurgaon-npxid-r400415,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,370 sq.ft.', 'price-range': '₹ 2 - 2.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,850 - 2,050 sq.ft.', 'price-range': '₹ 2.25 - 3.59 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,600 sq.ft.', 'price-range': '₹ 3.24 - 4.56 Cr'}}","['Swimming Pool', 'Salon', 'Restaurant', 'Spa', 'Cafeteria', 'Sun Deck', '24x7 Security', 'Club House', 'Gated Community']"
M3M Crown,"3, 4 BHK Apartment in Sector 111, Gurgaon","['DPSG Palam Vihar Gurugram', 'The NorthCap University', 'Park Hospital', 'Pacific D21 Mall', 'Palam Vihar Halt Railway Station']","{'DPSG Palam Vihar Gurugram': '1.4 KM', 'The NorthCap University': '4.4 KM', 'Park Hospital': '1.4 KM', 'Pacific D21 Mall': '8.2 KM', 'Palam Vihar Halt Railway Station': '1.2 KM', 'Dwarka Sector 21 Metro Station': '8.1 KM', 'Dwarka Expressway': '0.45 KM', 'Fun N Food Village': '8.1 KM', 'Indira Gandhi International Airport': '14.1 KM', 'Tau Devi Lal Sports Complex': '11.2 KM', 'Hamoni Golf Camp': '5.0 KM', 'Hyatt Hotel Group': '6.1 KM', 'Altrade Business Centre': '11.2 KM'}",https://www.99acres.com/m3m-crown-sector-111-gurgaon-npxid-r404068,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,605 - 2,170 sq.ft.', 'price-range': '₹ 2.2 - 3.03 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,248 - 2,670 sq.ft.', 'price-range': '₹ 3.08 - 3.73 Cr'}}","['Bowling Alley', 'Mini Theatre', 'Manicured Garden', 'Swimming Pool', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Barbecue', 'Sauna']"
Adani Brahma Samsara Vilasa,"Land, 3, 4 BHK Independent Floor in Sector 63, Gurgaon","['AIPL Business Club Sector 62', 'The Heritage School', 'CK Birla Hospital', 'Paras Trinity Mall Sector 63', 'Sector 55-56 Metro Station']","{'AIPL Business Club Sector 62': '2.7 KM', 'The Heritage School': '2.0 KM', 'CK Birla Hospital': '2.5 KM', 'Paras Trinity Mall Sector 63': '3.5 KM', 'Sector 55-56 Metro Station': '3.8 KM', 'De Adventure Park': '6.8 KM', 'Golf Course Extension Road': '0.099 KM', 'DoubleTree by Hilton': '3.6 KM', 'Sohna Road': '8.4 KM', 'MG Road (Mehrauli-Gurgaon Road)': '11.8 KM', 'Indira Gandhi International Airport': '21.1 KM', 'Nirvana Rd': '0.16 KM', 'TERI Golf Course': '8.7 KM'}",https://www.99acres.com/adani-brahma-samsara-vilasa-sector-63-gurgaon-npxid-r327995,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,800 - 3,150 sq.ft.', 'price-range': '₹ 2.43 - 15.75 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '2,750 - 4,500 sq.ft.', 'price-range': '₹ 3.36 - 22.5 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '500 - 4,329 sq.ft.', 'price-range': '₹ 2.05 - 41.13 Cr'}}","['Terrace Garden', 'Gazebo', 'Fountain', 'Amphitheatre', 'Party Lawn', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Indoor Games']"
Sobha City,"2, 3, 4 BHK Apartment in Sector 108, Gurgaon","['The Shikshiyan School', 'WTC Plaza', 'Luxus Haritma Resort', 'BSF Golf Course', 'Dwarka Expressway']","{'The Shikshiyan School': '2.9 KM', 'WTC Plaza': '4.0 KM', 'Luxus Haritma Resort': '4.2 KM', 'BSF Golf Course': '4.7 KM', 'Dwarka Expressway': '5.1 KM', 'Rions Hospital': '5.6 KM', 'Gurgaon': '5.9 KM', 'The NorthCap University': '9.2 KM', 'Dwarka Sector 21': '9.9 KM', 'Nehru Stadium': '10.7 KM', 'Fun N Food Village': '12.1 KM', 'Indira Gandhi International Airport': '19.3 KM', 'Vasant Kunj': '20.8 KM'}",https://www.99acres.com/sobha-city-sector-108-gurgaon-npxid-r256111,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,381 - 1,692 sq.ft.', 'price-range': '₹ 1.55 - 3.21 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,711 - 2,343 sq.ft.', 'price-range': '₹ 1.76 - 4.79 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,423 - 2,963 sq.ft.', 'price-range': '₹ 2.5 - 6.06 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Aerobics Centre', 'Card Room', 'Barbecue', 'Sauna', 'Steam Room', 'Creche/Day care', 'Skating Rink']"
Signature Global City 93,"2, 3 BHK Independent Floor in Sector 93 Gurgaon","['Pranavananda Int. School', 'DLF Site central office', 'Holiday Inn', 'Krishna Hospital', 'Royal Institute Of Science']","{'Pranavananda Int. School': '0.45 KM', 'DLF Site central office': '1.2 KM', 'Holiday Inn': '2.0 KM', 'Krishna Hospital': '2.3 KM', 'Royal Institute Of Science': '2.4 KM', 'Sapphire Mall': '6.3 KM', 'NH48': '6.9 KM', 'Garhi Harsaru Junction': '7.2 KM', 'Manesar Golf Course': '7.3 KM', 'AapnoGhar': '9.6 KM', 'Indira Gandhi International Airport': '31.0 KM'}",https://www.99acres.com/signature-global-city-93-sector-93-gurgaon-npxid-r404456,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '981 - 1,118 sq.ft.', 'price-range': '₹ 93.01 L - 1.06 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,235 - 1,530 sq.ft.', 'price-range': '₹ 1.12 - 1.45 Cr'}}","['Mini Theatre', 'Doctor on Call', 'Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Salon']"
Whiteland The Aspen,"3, 4, 5 BHK Apartment in Sector 76, Gurgaon","['NH-48 (Delhi-Jaipur Expressway)', 'DLF Corporate Greens', 'Miracles Apollo Cradle Hospital', 'Sapphire Mall', 'Hyatt Hotel Group']","{'NH-48 (Delhi-Jaipur Expressway)': '0.65 KM', 'DLF Corporate Greens': '6.2 KM', 'Miracles Apollo Cradle Hospital': '6.0 KM', 'Sapphire Mall': '3.7 KM', 'Hyatt Hotel Group': '3.9 KM', 'Garhi Harsaru Junction': '11.1 KM', 'Indira Gandhi International Airport': '25.9 KM', 'Tau Devi Lal Sports Complex': '10.4 KM', 'Golden Greens Golf & Resorts Limited': '9.2 KM', 'De Adventure Park': '8.8 KM'}",https://www.99acres.com/whiteland-the-aspen-sector-76-gurgaon-npxid-r403309,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,290 - 2,937 sq.ft.', 'price-range': '₹ 3.07 - 3.96 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,243 - 12,613 sq.ft.', 'price-range': '₹ 4.35 - 17.39 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,096 - 7,582 sq.ft.', 'price-range': '₹ 8.21 - 10.24 Cr'}}","['Reflexology Park', 'Card Room', 'High Speed Elevators', 'Sauna', 'Jacuzzi', 'Spa', 'Entrance Lobby', 'Yoga/Meditation Area', 'Club House']"
Bestech Altura,"3, 4 BHK Apartment in Sector 79, Gurgaon","['Mount Olympus Junior School', 'Miracles Apollo Cradle Hospital', 'Sapphire Mall', 'NH-48 (Delhi-Jaipur Expressway)', 'Savoy Suites, Manesar']","{'Mount Olympus Junior School': '1.0 KM', 'Miracles Apollo Cradle Hospital': '4.8 KM', 'Sapphire Mall': '5.4 KM', 'NH-48 (Delhi-Jaipur Expressway)': '6.5 KM', 'Savoy Suites, Manesar': '6.9 KM', 'Golden Greens Golf & Resorts': '8.2 KM', 'IMT Manesar': '9.2 KM', 'Amity University': '12.0 KM', 'Golf Course Extension Road': '13.6 KM', 'Indira Gandhi International Airport': '31.0 KM'}",https://www.99acres.com/bestech-altura-sector-79-gurgaon-npxid-r262010,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,015 - 2,150 sq.ft.', 'price-range': '₹ 1.53 - 1.85 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,250 - 2,675 sq.ft.', 'price-range': '₹ 1.71 - 2.46 Cr'}}","['Swimming Pool', 'Football', 'Flower Garden', 'Reading Lounge', 'School', 'Pergola', 'Skating Rink', 'Grocery Shop', 'Squash Court']"
Elan The Presidential,"3, 4, 5 BHK Apartment in Sector 106, Gurgaon","['Dwarka Expressway', 'Euro International School', 'Jai Sai Ram Hospital', 'Aryan Hospital', 'Idea Cosmic Plaza']","{'Dwarka Expressway': '0.85 KM', 'Euro International School': '1.9 KM', 'Jai Sai Ram Hospital': '2.4 KM', 'Aryan Hospital': '5.6 KM', 'Idea Cosmic Plaza': '6.0 KM', 'The NorthCap University': '7.2 KM', 'Indira Gandhi International Airport': '17.8 KM', 'Gurugram Railway Station': '3.2 KM'}",https://www.99acres.com/elan-the-presidential-sector-106-gurgaon-npxid-r400451,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,347 - 2,600 sq.ft.', 'price-range': '₹ 4.05 - 8.88 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,692 - 3,100 sq.ft.', 'price-range': '₹ 4.89 - 10.59 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,275 - 4,100 sq.ft.', 'price-range': '₹ 6 - 14 Cr'}}","['Swimming Pool', 'Aerobics Centre', 'Shopping Centre', 'Video Door Security', 'Amphitheatre', 'Yoga/Meditation Area', 'CCTV Camera Security', 'Jogging Track', '24x7 Security']"
Signature Global City 92,"2, 3 BHK Independent Floor in Sector 92, Gurgaon","['Royal Institute Of Science & Management', 'Pataudi Road', 'Holiday Inn', 'RPS International School', 'Garhi Harsaru Junction']","{'Royal Institute Of Science & Management': '1.4 KM', 'Pataudi Road': '3.3 KM', 'Holiday Inn': '3.5 KM', 'RPS International School': '3.8 KM', 'Garhi Harsaru Junction': '3.9 KM', 'Aarvy Healthcare Hospital': '4.0 KM', 'IRIS Broadway Mall': '4.8 KM', 'IMT Manesar': '6.6 KM', 'Dwarka Expressway': '6.6 KM', 'Indira Gandhi International Airport': '32.5 KM'}",https://www.99acres.com/signature-global-city-92-sector-92-gurgaon-npxid-r379657,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '959 - 1,145 sq.ft.', 'price-range': '₹ 1.26 - 1.51 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,091 - 1,535 sq.ft.', 'price-range': '₹ 86.46 L - 4.01 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Skating Rink', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre']"
Emaar Digihomes,"2, 3 BHK Apartment in Sector 62, Gurgaon","['Imperia Mindspace', 'AIPL Business Tower', 'The Heritage School', 'Lotus Valley International School', 'Gurugram University']","{'Imperia Mindspace': '0.14 KM', 'AIPL Business Tower': '0.16 KM', 'The Heritage School': '1.3 KM', 'Lotus Valley International School': '2.6 KM', 'Gurugram University': '3.6 KM', 'Sector 55-56 Metro Station': '3.9 KM', 'Park Hospital': '5.5 KM', 'Omaxe Mall': '5.8 KM', 'Sushant University': '6.1 KM', 'Sohna Road': '7.5 KM', 'Indira Gandhi International Airport': '24.8 KM'}",https://www.99acres.com/emaar-digihomes-sector-62-gurgaon-npxid-r333369,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,508.26 sq.ft.', 'price-range': '₹ 1.82 - 3.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,588.79 sq.ft.', 'price-range': '₹ 2 - 6.01 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Salon', 'Card Room', 'Restaurant', 'Spa', 'Creche/Day care', 'Banquet Hall', 'Lawn Tennis Court']"
Signature Global City 79B,"2, 3 BHK Independent Floor in Sector 79, Gurgaon","['Naurangpur Cricket Stadium', 'Naurangpur Road', 'National Highway  48', 'Vatika Town Square', 'Ompee International School']","{'Naurangpur Cricket Stadium': '0.85 KM', 'Naurangpur Road': '1.4 KM', 'National Highway  48': '5.7 KM', 'Vatika Town Square': '6.4 KM', 'Ompee International School': '7.9 KM', 'Manesar Bus Stand': '8.1 KM', 'Yashlok Medical Centre': '8.3 KM', 'Euro International School': '9.0 KM', 'Sushant University': '19.7 KM', 'Indira Gandhi International Airport': '32.1 KM'}",https://www.99acres.com/signature-global-city-79b-sector-79-gurgaon-npxid-r404401,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,055 sq.ft.', 'price-range': '₹ 1.05 - 1.5 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,325 - 1,525 sq.ft.', 'price-range': '₹ 1.35 - 1.84 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Gazebo', 'Banquet Hall', 'Cricket Pitch', 'Sun Deck', 'Multipurpose Court', 'Amphitheatre', 'Toddler Pool']"
DLF The Arbour,4 BHK Apartment in Sector 63 Gurgaon,"['WorldMark Gurgaon', 'Capital Cyberscape', 'The Shri Ram School', 'DoubleTree by Hilton', 'Sector 55-56 Metro Station']","{'WorldMark Gurgaon': '1.5 KM', 'Capital Cyberscape': '3.1 KM', 'The Shri Ram School': '3.0 KM', 'DoubleTree by Hilton': '5.2 KM', 'Sector 55-56 Metro Station': '5.3 KM', 'Park Hospital': '5.8 KM', 'Sushant University': '6.9 KM', 'De Adventure Park': '5.9 KM', 'Sohna Road': '8.7 KM', 'Tau Devi Lal Sports Complex': '9.6 KM', 'Gurugram Railway Station': '15.6 KM', 'Indira Gandhi International Airport': '22.7 KM'}",https://www.99acres.com/dlf-the-arbour-sector-63-gurgaon-npxid-r404070,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,950 sq.ft.', 'price-range': '₹ 7 - 7.31 Cr'}}","['Swimming Pool', 'Community Hall', 'Yoga/Meditation Area', '24x7 Security', 'Club House', 'Gated Community', 'Gymnasium', 'Landscape Garden', ""Children's Play Area""]"
M3M Antalya Hills,"2, 3 BHK Apartment in Sector 79 Gurgaon","['Nakhrola Stadium', 'Delhi - Jaipur Expressway', 'Miracles Apollo Cradle Hospital', 'Vatika Town Square', 'Savoy Suites']","{'Nakhrola Stadium': '6.0 KM', 'Delhi - Jaipur Expressway': '4.4 KM', 'Miracles Apollo Cradle Hospital': '5.7 KM', 'Vatika Town Square': '5.8 KM', 'Savoy Suites': '6.4 KM', 'Bal Bharati Public School': '6.8 KM', 'Vatika Business Centre': '12.9 KM', 'Gurugram University': '16.1 KM', 'Golden Greens Golf & Resorts Limited': '11.6 KM', 'Garhi Harsaru Junction': '12.0 KM', 'De Adventure Park': '11.3 KM', 'Indira Gandhi International Airport': '31.4 KM'}",https://www.99acres.com/m3m-antalya-hills-sector-79-gurgaon-npxid-r402610,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,193 - 1,200 sq.ft.', 'price-range': '₹ 1.3 - 1.31 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,534 sq.ft.', 'price-range': '₹ 1.67 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Lounge', 'Reflexology Park', 'Restaurant', 'Terrace Garden', 'Sauna', 'Spa', 'Gazebo']"
Signature Global City 81,"2, 3 BHK Independent Floor in Sector 81, Gurgaon","[""St. Xavier's High School"", 'Miracles Apollo Cradle Hospital', 'Ambience Mall', 'Nakhrola Stadium', 'Dwarka Expressway']","{""St. Xavier's High School"": '0.9 KM', 'Miracles Apollo Cradle Hospital': '1.6 KM', 'Ambience Mall': '2.3 KM', 'Nakhrola Stadium': '2.3 KM', 'Dwarka Expressway': '4.3 KM', 'NH-48 (Delhi-Jaipur Expressway)': '4.5 KM', 'Hyatt Hotel Group': '5.6 KM'}",https://www.99acres.com/signature-global-city-81-sector-81-gurgaon-npxid-r380265,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '546.12 sq.ft.', 'price-range': '₹ 80.01 - 83 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '653.17 sq.ft.', 'price-range': '₹ 99.26 L - 1.15 Cr'}}","['Swimming Pool', 'Flower Garden', 'Jacuzzi', 'Wi-Fi Connectivity', 'Amphitheatre', 'Power Back up Lift', 'Vastu Compliant', 'Basketball Court', 'Badminton Court']"
SS Linden Floors,"4 BHK Independent Floor in Sector 84, Gurgaon","['Delhi Public School (DPS)', 'Elan Miracle Mall', 'Dwarka Expressway', 'Holiday Inn', 'Miracles Apollo Cradle Hospital']","{'Delhi Public School (DPS)': '0.65 KM', 'Elan Miracle Mall': '1.5 KM', 'Dwarka Expressway': '1.7 KM', 'Holiday Inn': '2.7 KM', 'Miracles Apollo Cradle Hospital': '2.9 KM', 'Agri Business Management Collage': '4.4 KM', 'NH-48 (Delhi-Jaipur Expressway)': '5.5 KM', 'Gurugram Railway Station': '13.9 KM', 'Indira Gandhi International Airport': '27.7 KM'}",https://www.99acres.com/ss-linden-floors-sector-84-gurgaon-npxid-r383068,"{'4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,487.57 - 1,558 sq.ft.', 'price-range': '₹ 2 - 2.41 Cr'}}","['Swimming Pool', 'School', 'Entrance Lobby', 'CCTV Camera Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Lift(s)', 'Car Parking']"
Mahindra Luminare,"3, 4, 5 BHK Apartment in Sector 59, Gurgaon","['Grand Hyatt Gurgaon', 'Duke Horse Riding Club', 'PVR Drive In Cinema', 'W Pratiksha Hospital', 'Sector 55-56 Metro Station']","{'Grand Hyatt Gurgaon': '1.7 KM', 'Duke Horse Riding Club': '2.1 KM', 'PVR Drive In Cinema': '2.2 KM', 'W Pratiksha Hospital': '2.6 KM', 'Sector 55-56 Metro Station': '2.7 KM', 'Metro World Mall': '3.7 KM', 'Unicosmos School': '3.9 KM', 'Sushant University': '4.4 KM', 'Faridabad-Gurgaon Road': '4.9 KM', 'Sohna Road': '6.5 KM', 'Bestech Business Tower': '8.3 KM', 'Appu Ghar': '9.2 KM', 'SkyJumper Trampoline Park': '10.0 KM', 'Indira Gandhi International Airport': '20.6 KM', 'Axis Bank': '0.4 KM'}",https://www.99acres.com/mahindra-luminare-sector-59-gurgaon-npxid-r62235,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,534.61 - 3,030 sq.ft.', 'price-range': '₹ 4.5 - 10.87 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,009.05 - 2,689.26 sq.ft.', 'price-range': '₹ 4.6 - 13.45 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,384.52 sq.ft.', 'price-range': '₹ 4.77 - 11.54 Cr'}}","['Swimming Pool', 'Card Room', 'Restaurant', 'Spa', 'Squash Court', 'Gazebo', 'Banquet Hall', 'Lawn Tennis Court', 'Amphitheatre']"
M3M Golf Hills,"2, 3, 4 BHK Apartment in Sector 79, Gurgaon","['NH-48 (Delhi-Jaipur Expressway)', 'KMP Expressway', 'Dwarka Expressway', 'Karma Lakelands', 'Jungle Safari & Trails']","{'NH-48 (Delhi-Jaipur Expressway)': '0.005 KM', 'KMP Expressway': '0.01 KM', 'Dwarka Expressway': '0.015 KM', 'Karma Lakelands': '0.005 KM', 'Jungle Safari & Trails': '0.015 KM', 'Delhi Public School (DPS)': '0.015 KM', 'Medanta The Medicity': '0.015 KM'}",https://www.99acres.com/m3m-golf-hills-sector-79-gurgaon-npxid-r405181,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,420 sq.ft.', 'price-range': '₹ 1.49 - 1.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,532 - 2,155 sq.ft.', 'price-range': '₹ 1.61 - 3.49 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,630 - 2,677 sq.ft.', 'price-range': '₹ 2.78 - 4.34 Cr'}}","['Salon', 'Spa', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']"
Suncity Vatsal Valley,"2, 3 BHK Independent Floor in Gwal Pahari, Gurgaon","['Faridabad-Gurgaon Road', ""Lingaya's Lalita Devi Institute"", 'ASF Insignia SEZ', 'Unicosmos School', 'Banjara Market Gurugram']","{'Faridabad-Gurgaon Road': '0.17 KM', ""Lingaya's Lalita Devi Institute"": '1.6 KM', 'ASF Insignia SEZ': '3.2 KM', 'Unicosmos School': '5.7 KM', 'Banjara Market Gurugram': '5.9 KM', 'Sushant University': '6.5 KM', 'Sector 55-56 Metro Station': '6.6 KM', 'Central Plaza Mall': '8.9 KM', 'Paras Hospital': '8.9 KM', 'Sohna Road': '15.3 KM', 'Gurugram Railway Station': '19.5 KM', 'Indira Gandhi International Airport': '21.3 KM'}",https://www.99acres.com/suncity-vatsal-valley-gwal-pahari-gurgaon-npxid-r383788,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '500 - 560 sq.ft.', 'price-range': '₹ 96 L - 1.1 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '755 - 770 sq.ft.', 'price-range': '₹ 1.22 - 1.41 Cr'}}","['Earthquake Resistant', 'Vastu Compliant', 'Entrance Lobby', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Whiteland Blissville,"3 BHK Apartment in Sector 76, Gurgaon","['Vega School', 'Indian School of Hospitality', 'Vatika City Centre', 'Aatish Hospital', 'Hyatt Hotel Group']","{'Vega School': '0.65 KM', 'Indian School of Hospitality': '3.6 KM', 'Vatika City Centre': '3.5 KM', 'Aatish Hospital': '2.1 KM', 'Hyatt Hotel Group': '3.6 KM', 'NH-48 (Delhi-Jaipur Expressway)': '1.9 KM', 'Info Technology Park Phase 2': '7.7 KM', 'Huda Metro Station': '16.0 KM', 'Garhi Harsaru Junction': '11.0 KM', 'Indira Gandhi International Airport': '27.9 KM', 'Golf Course Extension Road': '4.9 KM'}",https://www.99acres.com/whiteland-blissville-sector-76-gurgaon-npxid-r396984,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,300 - 1,690 sq.ft.', 'price-range': '₹ 1.4 - 2.47 Cr'}}","['Lounge', 'Barbecue', 'Creche/Day care', 'Yoga/Meditation Area', 'Club House', 'Gymnasium', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)']"
Trump Tower,"3, 4 BHK Apartment in Sector 65, Gurgaon","['WorldMark Gurgaon', 'Global Ways School', 'Park Hospital', 'Gurugram University', 'Radisson Hotel']","{'WorldMark Gurgaon': '0.3 KM', 'Global Ways School': '3.5 KM', 'Park Hospital': '4.4 KM', 'Gurugram University': '5.2 KM', 'Radisson Hotel': '5.3 KM', 'NH 248A': '6.3 KM', 'Sector 55-56 Metro Station': '6.5 KM', 'Garhi Harsaru Junction': '17.8 KM', 'Indira Gandhi International Airport': '25.2 KM'}",https://www.99acres.com/trump-tower-sector-65-gurgaon-npxid-r296597,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,525 sq.ft.', 'price-range': '₹ 8.2 - 8.64 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,550 - 6,050 sq.ft.', 'price-range': '₹ 10.3 - 15.29 Cr'}}","['Valet Parking', 'Foosball', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Laundry', 'Cigar Lounge']"
Tulip Monsella,"3, 4, 5 BHK Apartment in Sector 53, Gurgaon","['Mavens Inn', 'Sanar International Hospital', 'Central Plaza Mall', 'Sector 53-54 Metro Station', 'IILM University, Gurugram']","{'Mavens Inn': '0.35 KM', 'Sanar International Hospital': '0.5 KM', 'Central Plaza Mall': '1.0 KM', 'Sector 53-54 Metro Station': '1.3 KM', 'IILM University, Gurugram': '1.6 KM', 'The Banyan Tree World School': '2.0 KM', 'The Big Tree Cafe': '2.7 KM', 'DLF Golf and Country Club': '4.6 KM', 'DoubleTree by Hilton': '1.6 KM'}",https://www.99acres.com/tulip-monsella-sector-53-gurgaon-npxid-r390137,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,638 - 1,646 sq.ft.', 'price-range': '₹ 6 - 7.22 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,229 sq.ft.', 'price-range': '₹ 9.2 - 9.53 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,822 sq.ft.', 'price-range': '₹ 10.34 - 12.06 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Cigar Lounge', 'Golf Course', 'School', 'Card Room', 'Restaurant']"
