PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
DLF The Camellias,"4, 5, 6 BHK Apartment in Sector 42, Gurgaon","['Sector 42-43 Metro Station', 'Sector 53-54 Metro Station', 'Bank Of Baroda', 'HDFC Bank ATM', 'Muincipal Corporation of Gurugram']","{'Sector 42-43 Metro Station': '1.8 KM', 'Sector 53-54 Metro Station': '2.2 KM', 'Bank Of Baroda': '2.5 KM', 'HDFC Bank ATM': '2.5 KM', 'Muincipal Corporation of Gurugram': '2.6 KM', 'One Horizon Center Bus Stop': '2.7 KM', 'Shalom Hills International School': '3.3 KM', 'Satyam Medicare Hospital': '3.5 KM', 'Anand Preschool': '3.7 KM', 'Choice pharmacy': '3.9 KM', 'Qutub Plaza': '4.2 KM', 'Sunset point': '4.4 KM', 'EPF Regional Office': '5.7 KM', 'IFFCO Chowk': '6.6 KM', 'Kingdom of Dreams': '7.4 KM'}",https://www.99acres.com/dlf-the-camellias-sector-42-gurgaon-npxid-r129601,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '7,196 - 7,685 sq.ft.', 'price-range': '₹ 40 - 46.88 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '9,000 - 13,000 sq.ft.', 'price-range': '₹ 48.65 - 72.37 Cr'}, '6 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '11,000 - 16,500 sq.ft.', 'price-range': '₹ 59.46 - 97.35 Cr'}}","['Concierge Service', 'Swimming Pool', 'Golf Course', 'Visitors Parking', 'Restaurant', 'Waiting Lounge', 'Sauna', 'Spa', 'Water Softener Plant']"
Birla Navya Avik,"3, 4 BHK Apartment in Sector 63A, Gurgaon","['Gaytri Public School', 'KIIT College of Engineering', 'SPM Hospital', 'WorldMark Gurgaon', 'Sealdah Railway Station']","{'Gaytri Public School': '1.7 KM', 'KIIT College of Engineering': '9.2 KM', 'SPM Hospital': '2.7 KM', 'WorldMark Gurgaon': '3.8 KM', 'Sealdah Railway Station': '5.7 KM', 'NH 248A': '11.4 KM', 'Indira Gandhi International Airport': '22.6 KM', 'Sector 55-56 Metro Station': '5.2 KM'}",https://www.99acres.com/birla-navya-avik-sector-63a-gurgaon-npxid-r409743,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,225 - 1,372 sq.ft.', 'price-range': '₹ 3.15 - 3.53 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,737 - 2,040 sq.ft.', 'price-range': '₹ 4.69 - 5.51 Cr'}}","['Football', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Gymnasium', 'Landscape Garden']"
Adani Samsara Avasa,"3, 4 BHK Apartment in Sector 63, Gurgaon","['Paras Trinity Mall', 'Lemon Tree Hotel', 'The Heritage School', 'Sector 55-56 Metro Station', 'Sushant University']","{'Paras Trinity Mall': '0.28 KM', 'Lemon Tree Hotel': '1.0 KM', 'The Heritage School': '1.2 KM', 'Sector 55-56 Metro Station': '3.8 KM', 'Sushant University': '5.4 KM', 'Sohna Road': '6.0 KM', 'CK Birla Hospital': '6.2 KM', 'De Adventure Park': '6.8 KM', 'Tau Devi Lal Sports Complex': '9.8 KM', 'Golf Pavilion': '10.0 KM', 'Gurugram Railway Station': '16.1 KM', 'Indira Gandhi International Airport': '21.8 KM', 'Capital Cyberscape': '1.7 KM'}",https://www.99acres.com/adani-samsara-avasa-sector-63-gurgaon-npxid-r403842,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.7 - 1,675.87 sq.ft.', 'price-range': '₹ 4.2 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,361 - 2,232.84 sq.ft.', 'price-range': '₹ 3.5 - 7.38 Cr'}}","['Natural Pond', 'Swimming Pool', 'Terrace Garden', 'Pergola', 'Sauna', 'Spa', 'Fountain', 'Sun Deck', 'Video Door Security']"
DLF The Crest,"2, 3, 4, 5 BHK Apartment in Sector 54, Gurgaon","['Golf Course Road', 'Sector 53-54 Metro Station', 'Sushant University', 'DoubleTree by Hilton', 'Paras Hospital']","{'Golf Course Road': '1.1 KM', 'Sector 53-54 Metro Station': '2.7 KM', 'Sushant University': '3.2 KM', 'DoubleTree by Hilton': '3.7 KM', 'Paras Hospital': '4.8 KM', 'Ardee Mall': '5.5 KM', 'Shiv Nadar School': '5.6 KM', 'DLF Golf and Country Club': '6.0 KM', 'NH 148A': '8.0 KM', ""Lingaya's Lalita Devi Institute"": '10.2 KM', 'ASF Insignia SEZ': '10.4 KM', 'Tau Devi Lal Sports Complex': '11.2 KM', 'Gurugram Railway Station': '15.4 KM', 'Indira Gandhi International Airport': '17.5 KM'}",https://www.99acres.com/dlf-the-crest-sector-54-gurgaon-npxid-r8664,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,246 - 2,370 sq.ft.', 'price-range': '₹ 7.8 - 8.42 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,651 - 3,518 sq.ft.', 'price-range': '₹ 9.3 - 12.34 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,081 - 4,969 sq.ft.', 'price-range': '₹ 9.5 - 15.32 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,147 sq.ft.', 'price-range': '₹ 18.44 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Salon', 'Card Room', 'Solar Water Heating', 'Restaurant', 'Spa']"
DLF The Magnolias,"4, 5 BHK Apartment in Sector 42, Gurgaon","['Ambience Public School', 'The Heritage School', 'Summer Fields School', 'Primamed Super Speciality Hospital', 'Uma Sanjeevani Health Centre']","{'Ambience Public School': '2.9 KM', 'The Heritage School': '2.3 KM', 'Summer Fields School': '4.8 KM', 'Primamed Super Speciality Hospital': '3.9 KM', 'Uma Sanjeevani Health Centre': '6.1 KM', 'Anya Gurgaon': '2.3 KM', 'Hotel Golf View Suites': '2.5 KM', 'Apollo Pharmacy': '4.1 KM', 'Rx Pharmacy': '4.3 KM', 'Sector 42/43 Bus Stand': '4.0 KM', 'Genpact Chowk Bus Stop': '1.4 KM', 'HUDA City Centre Metro Station': '5.8 KM', 'Sector 53 Metro Station': '5.2 KM', 'ICICI Bank ATM': '2.4 KM', 'Bharat Petroleum Retail Outlet': '2.6 KM'}",https://www.99acres.com/dlf-the-magnolias-sector-42-gurgaon-npxid-r660,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,350 - 6,400 sq.ft.', 'price-range': '₹ 19.84 - 30 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,825 - 10,777 sq.ft.', 'price-range': '₹ 25.9 - 48.1 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Salon', 'Restaurant', 'Spa', 'Water Softener Plant']"
DLF The Aralias,"4, 5 BHK Apartment in Sector 42, Gurgaon","['DLF Linear Park', 'Shiv Nadar School', 'Le Meridien Gurgaon', 'Sector 42-43 Metro Station', 'Faridabad-Gurgaon Road']","{'DLF Linear Park': '0.9 KM', 'Shiv Nadar School': '1.5 KM', 'Le Meridien Gurgaon': '4.2 KM', 'Sector 42-43 Metro Station': '4.4 KM', 'Faridabad-Gurgaon Road': '7.0 KM', 'Ambience Mall': '8.6 KM', 'PVR Drive In Theatre': '9.9 KM', 'Fun N Food Village': '10.6 KM', 'F9 Go Karting Gurgaon': '11.2 KM', 'The NorthCap University': '11.4 KM', 'Indira Gandhi International Airport': '14.7 KM', 'SkyJumper Trampoline Park': '16.5 KM'}",https://www.99acres.com/dlf-the-aralias-sector-42-gurgaon-npxid-r12158,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,575 - 5,600 sq.ft.', 'price-range': '₹ 22.2 - 22.4 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,866 - 9,600 sq.ft.', 'price-range': '₹ 23.2 - 38.4 Cr'}}","['Concierge Service', 'Swimming Pool', 'Restaurant', 'Spa', 'Skating Rink', 'Squash Court', 'Theatre', 'Pool Table', 'Property Staff']"
Ansal API Esencia,"Land, 3, 4 BHK Independent Floor in Sector 67, Gurgaon","['Proposed Metro corridor', 'NH-48 (Delhi-Jaipur Expressway)', 'Golf Course Road', 'Shiskshantar', 'Delhi Public School (DPS)']",{},https://www.99acres.com/ansal-api-esencia-sector-67-gurgaon-npxid-r3568,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,300 - 1,953 sq.ft.', 'price-range': '₹ 2 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,747 - 3,762 sq.ft.', 'price-range': '₹ 2.7 - 3.76 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,250 - 9,990 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Laundry', 'School', 'Solar Lighting', 'Terrace Garden', 'Creche/Day care', 'Grocery Shop', 'Shopping Centre', 'Video Door Security']"
Pioneer Araya,"3, 4, 5 BHK Apartment in Sector 62, Gurgaon","['SCC Drive-In Cinema', 'The Heritage School', 'Paras Trinity Shopping Mall', 'Swastik Hospital', 'AIPL Business Co Working Space']","{'SCC Drive-In Cinema': '0.8 KM', 'The Heritage School': '1.4 KM', 'Paras Trinity Shopping Mall': '1.8 KM', 'Swastik Hospital': '2.0 KM', 'AIPL Business Co Working Space': '2.4 KM', 'Lemon Tree Hotel': '2.4 KM', 'Golf Course Extension Road': '2.9 KM', 'IILM University, Gurugram': '3.9 KM', 'SkyJumper Trampoline Park': '7.9 KM', 'DLF Golf and Country Club': '8.7 KM', 'Indira Gandhi International Airport': '20.6 KM'}",https://www.99acres.com/pioneer-araya-sector-62-gurgaon-npxid-r1325,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 3,858 sq.ft.', 'price-range': '₹ 5.95 - 7.7 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 7,673 sq.ft.', 'price-range': '₹ 5.17 - 11.33 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,761 - 9,625 sq.ft.', 'price-range': '₹ 13.01 - 16 Cr'}}","['Foosball', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Reading Lounge', 'Salon', 'Card Room']"
M3M Merlin,"3, 4 BHK Apartment in Sector 67, Gurgaon","['Alpine Convent School', 'MKD Hospital', 'Airia Mall', 'Golf Course Extension Road', 'Sohna Road']","{'Alpine Convent School': '0.95 KM', 'MKD Hospital': '3.1 KM', 'Airia Mall': '3.7 KM', 'Golf Course Extension Road': '3.9 KM', 'Sohna Road': '4.9 KM', 'SkyJumper Trampoline Park': '5.2 KM', 'PVR Drive in Theatre': '5.4 KM', 'DPG Group of Institutions': '8.9 KM', 'DLF Golf and Country Club': '13.0 KM', 'Indira Gandhi International Airport': '24.8 KM'}",https://www.99acres.com/m3m-merlin-sector-67-gurgaon-npxid-r1191,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,019 - 2,727 sq.ft.', 'price-range': '₹ 1.85 - 3.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,103 - 5,790 sq.ft.', 'price-range': '₹ 3.72 - 8.44 Cr'}}","['Beach Volley Ball Court', 'Automated Car Wash', 'Swimming Pool', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course', 'Volley Ball Court', 'Salon']"
Smart World Gems,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","['Genesis Hospital Sector 84', 'Dwarka Expressway', 'RPS International School', 'Holiday Inn', 'Sant Soordas Sihi Metro Station']","{'Genesis Hospital Sector 84': '2.2 KM', 'Dwarka Expressway': '2.9 KM', 'RPS International School': '3.4 KM', 'Holiday Inn': '4.1 KM', 'Sant Soordas Sihi Metro Station': '5.1 KM', 'Pataudi Road': '8.5 KM', 'National Tennis Academy Sector 98': '8.7 KM', 'IMT Manesar': '9.5 KM', 'NH-48 (Delhi-Jaipur Expressway)': '9.5 KM', 'Gurugram Railway Station': '12.4 KM', 'De Adventure Amusement Park': '15.0 KM', 'KMP Expressway': '15.4 KM', 'Vatika Business Park Sector 49': '17.0 KM', 'Airia Mall': '17.0 KM'}",https://www.99acres.com/smart-world-gems-sector-89-gurgaon-npxid-r378133,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,067 - 1,105 sq.ft.', 'price-range': '₹ 83 - 90.17 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.16 - 1.25 Cr'}}","['Swimming Pool', 'Lounge', 'Aerobics Centre', 'Terrace Garden', 'Piped Gas', 'Squash Court', 'Gazebo', 'Wi-Fi Connectivity', 'Sun Deck']"
Vatika Aspiration,Land in Sector 88B Gurgaon,"['Suncity School, Sector 37D', 'Dwarka Expressway', 'Signature Advanced Hospital', 'Gurugram University', 'The Esplanade Mall']","{'Suncity School, Sector 37D': '6.6 KM', 'Dwarka Expressway': '4.2 KM', 'Signature Advanced Hospital': '6.4 KM', 'Gurugram University': '8.8 KM', 'The Esplanade Mall': '9.7 KM', 'Holiday Inn': '7.6 KM', 'Garhi Harsaru Junction': '2.5 KM', 'Candor TechSpace, Sector 48': '13.0 KM', 'Indira Gandhi International Airport': '31.6 KM'}",https://www.99acres.com/vatika-aspiration-sector-88b-gurgaon-npxid-r401506,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '540 - 1,620 sq.ft.', 'price-range': '₹ 91.86 L - 2.76 Cr'}}","['Grocery Shop', 'Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Gated Community', 'Gymnasium', 'Landscape Garden', ""Children's Play Area"", 'Internal Street Lights']"
Ace Palm Floors,"Land, 2, 3 BHK Independent Floor in Sector 89, Gurgaon","['IndusInd Bank ATM', ""Cherub's Cradle"", 'Mavens Orange - Hotel', 'Learning Stars School', 'State Bank of India']","{'IndusInd Bank ATM': '0.25 KM', ""Cherub's Cradle"": '0.4 KM', 'Mavens Orange - Hotel': '0.45 KM', 'Learning Stars School': '0.6 KM', 'State Bank of India': '0.8 KM', 'Deerika HyperMart': '1.0 KM', 'Triangular Park': '1.3 KM', 'Artemis Hospital': '1.5 KM', 'Sector 45 SO Post Office': '1.5 KM', 'Delhi Public School (DPS)': '1.6 KM', 'FUEL NATION': '2.1 KM', 'HSBC': '2.1 KM', 'Women Police Station': '2.3 KM', 'Best IVF Centre': '2.7 KM', 'HUDA City Centre Metro Station': '3.6 KM'}",https://www.99acres.com/ace-palm-floors-sector-89-gurgaon-npxid-r375877,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,090 sq.ft.', 'price-range': '₹ 82.84 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,313 - 1,875 sq.ft.', 'price-range': '₹ 1.04 - 1.48 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,700 - 5,625 sq.ft.', 'price-range': '₹ 2.16 - 4.5 Cr'}}","['Swimming Pool', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Yoga/Meditation Area', 'Club House', 'Gated Community', 'Landscape Garden', ""Children's Play Area""]"
DLF Gardencity Enclave,"Land, 3 BHK Independent Floor in Sector 93, Gurgaon","['Gurugram Public School', 'Shikshantar - Primary School', 'Park Hospital', 'Mamta Hospital', 'Indira Gandhi International Airport']","{'Gurugram Public School': '21.5 KM', 'Shikshantar - Primary School': '23.0 KM', 'Park Hospital': '16.2 KM', 'Mamta Hospital': '14.1 KM', 'Indira Gandhi International Airport': '32.3 KM', 'Huda Metro Station': '22.4 KM', 'Omaxe Mall': '15.9 KM', 'DLF Grand Mall': '23.7 KM'}",https://www.99acres.com/dlf-gardencity-enclave-sector-93-gurgaon-npxid-r392732,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,614.59 sq.ft.', 'price-range': '₹ 1.43 - 1.51 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,264.76 - 1,614.91 sq.ft.', 'price-range': '₹ 3.01 - 3.85 Cr'}}","['Shopping Centre', 'Community Hall', 'Sewage Treatment Plant', '24x7 Security', 'Club House', ""Children's Play Area"", 'Internal Street Lights', 'Fire Fighting Systems']"
Emaar Palm Heights,"3 BHK Apartment in Sector 77, Gurgaon","['Aarvy Healthcare Hospital', 'Delhi Public School (DPS)', ""St. Xavier's High School"", 'Matrikiran School', 'DLF Cyber City']","{'Aarvy Healthcare Hospital': '6.5 KM', 'Delhi Public School (DPS)': '4.0 KM', ""St. Xavier's High School"": '5.7 KM', 'Matrikiran School': '4.7 KM', 'DLF Cyber City': '21.5 KM', 'Vatika Town Square': '2.0 KM'}",https://www.99acres.com/emaar-palm-heights-sector-77-gurgaon-npxid-r319909,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,025 sq.ft.', 'price-range': '₹ 1.39 - 1.52 Cr'}}","['Swimming Pool', 'Waiting Lounge', 'Creche/Day care', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Signature Global Park,"2, 3 BHK Independent Floor in Sohna, Gurgaon","['Global City Centre Mall', 'Sohna Road', 'GD Goenka Institution', 'Vardaan Hospital', 'Maharana pratap school']","{'Global City Centre Mall': '0.85 KM', 'Sohna Road': '1.2 KM', 'GD Goenka Institution': '3.3 KM', 'Vardaan Hospital': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 Metro Station': '19.4 KM', 'Garhi Harsaru Junction': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}",https://www.99acres.com/signature-global-park-sohna-gurgaon-npxid-r330597,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '745.51 sq.ft.', 'price-range': '₹ 56.05 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,081.67 sq.ft.', 'price-range': '₹ 81.29 L'}}","['Swimming Pool', 'Gazebo', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Jogging Track', 'Gymnasium']"
Emaar MGF Marbella,"4, 5 BHK Villa, Land in Sector 66, Gurgaon","['NH-48 (Delhi-Jaipur Expressway)', 'HUB 66', 'Park Hospital', 'Gurugram University', 'Vatika Business Centre']","{'NH-48 (Delhi-Jaipur Expressway)': '2.3 KM', 'HUB 66': '2.7 KM', 'Park Hospital': '3.3 KM', 'Gurugram University': '4.1 KM', 'Vatika Business Centre': '4.3 KM', 'De Adventure Park': '5.4 KM', 'Sealdah Railway Station': '6.0 KM', 'Sector 55-56 Metro Station': '6.3 KM', 'Delhi Public School (DPS)': '6.6 KM', 'Tau Devi Lal Sports Complex': '7.3 KM', 'Hasanpur': '7.9 KM', 'DLF Golf and Country Club': '11.8 KM', 'The Oberoi/Trident': '16.0 KM', 'Indira Gandhi International Airport': '24.1 KM'}",https://www.99acres.com/emaar-mgf-marbella-sector-66-gurgaon-npxid-r1134,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,605 sq.ft.', 'price-range': '₹ 8.8 - 9 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,520 - 8,120 sq.ft.', 'price-range': '₹ 10.47 - 13.04 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,400 - 5,175 sq.ft.', 'price-range': '₹ 7.48 - 20.05 Cr'}}","['Bowling Alley', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Changing Area', 'Salon']"
Rishali Luxe Residency 112,"Land in Sector 112, Gurgaon","['Bajghera Road', 'Dwarka Expressway', ""Rion's Hospital"", 'Euro International School', 'Najafgarh Kapashera Road']","{'Bajghera Road': '1.5 KM', 'Dwarka Expressway': '5.1 KM', ""Rion's Hospital"": '2.4 KM', 'Euro International School': '4.1 KM', 'Najafgarh Kapashera Road': '3.9 KM', 'Gurugram Railway Station': '6.5 KM', 'The NorthCap University': '6.7 KM', 'Dwarka Sector 21 Metro Station': '8.1 KM', 'Pacific D21 Mall': '8.2 KM', 'Indira Gandhi International Airport': '16.1 KM', 'Taj/Vivanta Hotel Group': '9.2 KM', 'Hamoni Golf Camp': '8.0 KM'}",https://www.99acres.com/rishali-luxe-residency-112-sector-112-gurgaon-npxid-r409012,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,124.83 sq.ft.', 'price-range': '₹ 1.7 Cr'}}","['Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', ""Children's Play Area"", 'Garbage Disposal']"
Puri The Aravallis,"3, 4 BHK Apartment in Sector 61, Gurgaon","['W Pratiksha Hospital', 'Sector 55-56 Metro Station', 'Hong Kong Bazaar', 'Bharti International Convent School', 'Sushant University']","{'W Pratiksha Hospital': '2.6 KM', 'Sector 55-56 Metro Station': '2.7 KM', 'Hong Kong Bazaar': '3.3 KM', 'Bharti International Convent School': '3.9 KM', 'Sushant University': '4.3 KM', 'Gurugram University': '6.2 KM', 'Sohna Road': '10.5 KM', 'Indira Gandhi International Airport': '20.1 KM'}",https://www.99acres.com/puri-the-aravallis-sector-61-gurgaon-npxid-r396420,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,249.65 sq.ft.', 'price-range': '₹ 4.12 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.45 sq.ft.', 'price-range': '₹ 5.08 - 5.63 Cr'}}","['Foosball', 'Infinity Pool', 'Swimming Pool', 'Football', 'Jacuzzi', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Amphitheatre']"
International City by SOBHA Phase 2,"3, 4, 5 BHK Villa in Sector 109, Gurgaon","['Euro International School', 'Dwarka Expressway', 'Gurugram Railway Station', 'Aryan Hospital', 'The NorthCap University']","{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurugram Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11.0 KM', 'Indira Gandhi International Airport': '18.1 KM'}",https://www.99acres.com/international-city-by-sobha-phase-2-sector-109-gurgaon-npxid-r259717,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,153.2 sq.ft.', 'price-range': '₹ 4.39 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,166.45 - 4,497 sq.ft.', 'price-range': '₹ 4.4 - 6.26 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,026.75 - 7,330.89 sq.ft.', 'price-range': '₹ 6.85 - 9.99 Cr'}}","['Swimming Pool', 'Theater Home', 'School', 'Solar Lighting', 'Restaurant', 'Terrace Garden', 'Jacuzzi', 'Piped Gas', 'Squash Court']"
Emaar MGF The Palm Drive,"2, 3, 4, 5 BHK Apartment, 3 BHK Villa in Sector 66, Gurgaon","['Ashoka International School', 'HUB 66', 'Park Hospital', 'Vatika Business Centre', 'NH 248A']","{'Ashoka International School': '2.3 KM', 'HUB 66': '2.6 KM', 'Park Hospital': '2.8 KM', 'Vatika Business Centre': '2.9 KM', 'NH 248A': '3.8 KM', 'Gurugram University': '4.3 KM', 'De Adventure Park': '5.0 KM', 'Sealdah Railway Station': '6.1 KM', 'Sector 55-56 Metro Station': '6.5 KM', 'Hasanpur': '6.5 KM', 'Tau Devi Lal Sports Complex': '7.2 KM', 'DLF Golf and Country Club': '11.9 KM', 'The Oberoi/Trident': '15.0 KM', 'Indira Gandhi International Airport': '22.7 KM'}",https://www.99acres.com/emaar-mgf-the-palm-drive-sector-66-gurgaon-npxid-r19,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,000 - 1,300 sq.ft.', 'price-range': '₹ 1.35 - 2.03 Cr'}, '3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,800 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 - 4,050 sq.ft.', 'price-range': '₹ 2.52 - 6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,250 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Theater Home', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Changing Area', 'School']"
BPTP Green Oaks,"Land in Sector 70A, Gurgaon","['Golf Course Extension Road', 'Airia Mall', 'GD Goenka Institution', 'Sohna Road', 'Park Hospital']","{'Golf Course Extension Road': '2.8 KM', 'Airia Mall': '3.9 KM', 'GD Goenka Institution': '6.0 KM', 'Sohna Road': '6.2 KM', 'Park Hospital': '7.2 KM', 'DPG Group of Institutions': '8.9 KM', 'Sector 55-56 Metro Station': '10.8 KM', 'Sushant University': '12.4 KM', 'Garhi Harsaru Junction': '14.4 KM', 'Indira Gandhi International Airport': '25.6 KM'}",https://www.99acres.com/bptp-green-oaks-sector-70a-gurgaon-npxid-r382679,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 - 1,620 sq.ft.', 'price-range': '₹ 2.62 - 3.15 Cr'}}","['Community Hall', 'Club House', 'Landscape Garden']"
